id_estudiante,nombre,genero,grado,asistencia,nota_matematicas,nota_ciencias,nivel_socioeconomico,actividad_extracurricular,tiene_beca
EST-282,Román Geraldo Bermejo Sola,M,8.0,96.5,2.7,5.0,Medio-Bajo,Música,0
EST-283,Dafne Sanmartín-Arana,M,6.0,95.0,3.7,3.5,Medio-Bajo,Ninguna,0
EST-284,María Cristina Terrón Bayo,M,11.0,95.7,4.2,,Bajo,Robótica,0
EST-285,Rita Lucas Ortuño,F,8.0,95.3,3.5,3.7,Bajo,Ninguna,0
EST-286,Dan Pintor-Cabrero,M,10.0,88.4,5.0,3.3,Medio-Bajo,Música,0
EST-287,Telmo Isaac Tudela Benitez,M,11.0,97.8,3.0,4.8,Medio-Bajo,Ninguna,0
EST-288,Sosimo Canet Raya,F,6.0,98.2,5.0,4.5,Bajo,,1
EST-289,Pascuala Palacios Oliver,M,6.0,98.4,5.0,3.7,Medio-Bajo,Música,0
EST-290,Francisca Perelló Almazán,F,10.0,99.7,4.0,4.9,Bajo-Bajo,Robótica,0
EST-291,Anita Iglesias-Galan,M,7.0,98.0,3.0,3.7,Bajo,Ninguna,0
EST-292,Hilario de Galán,M,6.0,92.9,3.1,3.7,Bajo,Ninguna,0
EST-293,Juan José Castell-Martín,F,6.0,94.6,3.4,4.2,Bajo-Bajo,Robótica,0
EST-294,Eligio Rey Malo,M,6.0,95.5,1.9,4.7,Bajo,Robótica,0
EST-295,Leonel Canals Tur,M,10.0,95.5,2.8,4.6,Medio-Bajo,Música,0
EST-296,Nazaret Frías,F,6.0,100.0,2.2,3.6,Medio-Bajo,Ninguna,0
EST-297,Carmelo Álamo España,F,8.0,98.2,5.0,5.0,Bajo-Bajo,Deportes,0
EST-298,Fernanda Estela Morante Páez,M,9.0,100.0,4.7,4.0,Medio-Alto,,0
EST-299,Inés Lara Vidal Sarabia,F,8.0,100.0,5.0,3.5,Medio-Bajo,Robótica,1
EST-300,Heraclio Verdugo Sanabria,M,6.0,95.4,5.0,2.7,Bajo,Robótica,1
EST-301,Josué Rómulo Almazán Rozas,M,10.0,75.8,4.1,4.9,Bajo,Deportes,1
EST-302,Toño del Villalba,F,6.0,100.0,5.0,4.2,Medio-Bajo,Deportes,0
EST-303,Montserrat Ávila-Cuervo,F,10.0,92.3,3.7,4.4,Medio,Arte,1
EST-304,Isidora de Durán,F,11.0,91.0,4.5,5.0,Bajo,Robótica,1
EST-305,Osvaldo de Nebot,F,8.0,93.0,5.0,3.7,Medio-Bajo,Arte,1
EST-306,Odalis Benita Jove Alvarez,O,9.0,92.8,2.4,2.6,Bajo,Ninguna,0
EST-307,Sigfrido del Galiano,F,8.0,98.1,5.0,,Bajo,Robótica,0
EST-308,Florentina Elorza,M,8.0,87.2,3.9,4.2,Bajo,Robótica,1
EST-309,Albano Édgar Cepeda Arroyo,F,11.0,89.6,4.1,3.6,Medio-Bajo,Robótica,1
EST-310,Fabiana Dora Botella Montaña,M,11.0,96.7,5.0,5.0,Bajo,Música,0
EST-311,Apolinar Campoy-Morell,M,7.0,98.1,5.0,1.5,Bajo-Bajo,Ninguna,0
EST-312,Raimundo Fabregat Sandoval,M,9.0,98.2,4.0,5.0,Bajo,Deportes,0
EST-313,Lope Delgado Cabanillas,M,11.0,91.1,4.2,5.0,Medio-Bajo,Música,0
EST-314,Adriana Apolonia Roman Hoz,,11.0,90.1,2.6,4.7,Medio-Bajo,,1
EST-315,Matilde Lasa Arce,F,8.0,92.5,3.3,1.3,Bajo,Ninguna,0
EST-316,Isaías Cañete Mosquera,F,8.0,96.2,4.6,5.0,Medio,Música,0
EST-317,Casemiro Priego Espejo,M,7.0,100.0,4.9,3.2,Bajo-Bajo,Robótica,1
EST-318,Adolfo Viana-Mayol,M,11.0,84.8,5.0,3.4,Bajo-Bajo,Música,0
EST-319,Casemiro Briones Chaparro,M,6.0,93.9,3.9,4.0,Bajo-Bajo,Deportes,0
EST-320,Remigio Duque Moreno,M,9.0,88.3,2.2,,Bajo-Bajo,Ninguna,1
EST-321,Elvira Guzman Nogués,F,7.0,86.7,4.8,4.3,Bajo-Bajo,Ninguna,0
EST-322,Reinaldo Fernandez Arcos,F,7.0,99.8,5.0,5.0,Medio-Bajo,Deportes,0
EST-323,Iker Tomás-Toro,F,8.0,97.7,5.0,5.0,Medio-Bajo,Música,1
EST-324,Ágata Alcaraz,M,11.0,97.2,4.2,4.3,Medio-Bajo,Ninguna,1
EST-325,Fermín Pi Prieto,O,6.0,99.6,5.0,4.6,Medio-Bajo,Robótica,1
EST-326,Anna Camps-Carrera,F,9.0,92.6,,3.1,Medio-Bajo,Robótica,0
EST-327,Urbano del Gaya,F,6.0,92.8,4.1,3.4,Bajo,Música,0
EST-328,Gabino Baños Macías,F,6.0,100.0,,4.9,Medio-Bajo,Ninguna,1
EST-329,Luís Cal Iglesias,M,8.0,93.8,3.3,5.0,Medio-Bajo,Música,0
EST-330,Víctor Rozas Infante,M,8.0,98.7,4.8,4.9,Medio,Música,0
EST-331,Cloe Débora Arce Cueto,M,7.0,95.0,2.1,3.7,Bajo,Deportes,0
EST-332,Gertrudis Guillen Barón,F,7.0,85.8,3.7,4.8,Bajo-Bajo,,0
EST-333,Leopoldo Mur Soria,M,6.0,84.8,4.0,2.7,Medio-Bajo,Robótica,0
EST-334,Samuel España Expósito,M,7.0,92.1,5.0,5.0,Medio-Bajo,,0
EST-335,Tadeo Teruel Ródenas,M,11.0,100.0,5.0,3.7,Bajo,Ninguna,0
EST-336,Morena Sevilla Sans,M,11.0,98.9,5.0,5.0,Medio-Bajo,Robótica,1
EST-337,Danilo Borrego Tomé,F,7.0,99.6,1.5,2.5,Bajo-Bajo,Ninguna,0
EST-338,Ricarda Cantero,F,9.0,90.1,5.0,5.0,Medio,Deportes,0
EST-339,Griselda Pombo Esteve,M,11.0,100.0,4.8,3.8,Bajo-Bajo,Deportes,0
EST-340,Diana Peinado Verdejo,M,6.0,90.2,4.3,3.8,Bajo-Bajo,Robótica,0
EST-341,Josefa Natalia Jover Escobar,F,10.0,96.1,2.3,4.2,Bajo-Bajo,Ninguna,1
EST-342,Milagros del Castro,M,11.0,94.9,3.5,3.3,Bajo,Ninguna,1
EST-343,Carlito del Iriarte,M,,94.1,,4.1,Bajo-Bajo,Deportes,1
EST-344,Matías Perea Chico,M,6.0,100.0,2.0,3.5,Medio-Bajo,Deportes,1
EST-345,Iker Olivé Blanco,M,11.0,91.5,4.4,3.3,Medio,Ninguna,1
EST-346,Xiomara Ayala Pereira,F,9.0,88.3,2.5,4.4,Bajo,Música,0
EST-347,Cristina Montesinos Pozuelo,F,6.0,95.1,5.0,3.1,Medio-Bajo,Ninguna,0
EST-348,Eulalia Esteve-Riquelme,M,7.0,93.0,3.8,3.2,Bajo-Bajo,Ninguna,0
EST-349,Primitiva Zoraida Infante Delgado,M,8.0,100.0,5.0,2.6,Bajo,Ninguna,0
EST-350,Carmina Miró Aragón,F,10.0,98.4,2.1,3.7,Bajo,,0
EST-351,Yolanda Balaguer,F,10.0,93.0,3.4,5.0,Bajo,Ninguna,0
EST-352,Rosario Falcó,F,11.0,89.7,3.6,2.9,Medio-Bajo,Ninguna,0
EST-353,Encarnita Vazquez Barrena,F,7.0,85.6,2.4,3.0,Bajo-Bajo,Ninguna,0
EST-354,Roldán Bueno Bravo,M,9.0,89.9,3.0,,Medio-Bajo,,0
EST-355,Édgar Benítez,M,9.0,95.6,3.7,3.8,Medio-Bajo,Música,0
EST-356,José Antonio Melero-Puig,F,8.0,100.0,4.1,5.0,Medio-Bajo,,1
EST-357,Alejandra Ferrán,M,6.0,100.0,5.0,4.0,Medio,Deportes,0
EST-358,Francisco Jose Llabrés Franch,F,11.0,96.1,,4.3,Medio,Ninguna,1
EST-359,Telmo de Quintero,F,11.0,,5.0,5.0,Medio-Bajo,Robótica,1
EST-360,Jose Luis Cifuentes Calzada,F,8.0,96.3,4.6,4.9,Bajo,Ninguna,0
EST-361,Isa Tamayo Guerra,M,9.0,92.4,4.7,4.2,Bajo,Ninguna,0
EST-362,Chelo Izaguirre Alegre,F,7.0,100.0,3.9,3.8,Medio-Bajo,Ninguna,0
EST-363,Desiderio Ferrando Gilabert,M,9.0,94.1,4.0,,Medio-Bajo,Ninguna,1
EST-364,Daniel Sancho Ariño Pastor,F,10.0,94.6,4.2,4.1,Medio,Deportes,0
EST-365,Lilia Piñol Pujadas,F,8.0,83.9,4.9,3.5,Bajo,Música,0
EST-366,Abigaíl Ferrándiz Farré,M,11.0,94.0,5.0,3.6,Bajo,Deportes,0
EST-367,Amador del Exposito,O,9.0,99.2,3.7,2.3,Bajo,Ninguna,0
EST-368,Timoteo del Andreu,F,8.0,89.7,4.8,4.7,Medio-Bajo,Robótica,1
EST-369,Néstor Luciano Marcos Ortiz,M,10.0,91.2,3.8,1.7,Bajo-Bajo,Ninguna,0
EST-370,Donato Dávila Ugarte,M,6.0,99.0,4.0,4.2,Bajo,Deportes,0
EST-371,Arsenio Granados Alcaraz,M,8.0,87.6,2.9,3.7,Bajo,Arte,0
EST-372,Benigna de Conesa,M,7.0,100.0,4.2,5.0,Bajo-Bajo,Deportes,1
EST-373,Aura Torrens Álamo,M,8.0,92.3,5.0,2.2,Bajo,Ninguna,1
EST-374,Óscar Salazar Sandoval,F,10.0,93.1,4.1,3.3,Bajo,Robótica,0
EST-375,Agapito Escudero Mayoral,M,8.0,89.4,,3.6,Bajo-Bajo,Ninguna,0
EST-376,Maricela Losa Riquelme,M,10.0,96.9,2.3,3.8,Bajo,Ninguna,0
EST-377,Javiera de Villanueva,F,9.0,100.0,3.6,3.5,Medio,Ninguna,0
EST-378,Nicolás Vallejo Redondo,M,7.0,98.9,,3.9,Medio,,1
EST-379,José Antonio Gelabert-Vila,F,10.0,90.7,3.0,2.9,Bajo,Robótica,0
EST-380,Eric Flores Durán,M,7.0,100.0,4.0,4.6,Bajo,Robótica,0
EST-381,Verónica Álvarez Ortuño,M,7.0,93.4,3.5,1.9,Bajo,Robótica,0
EST-382,Fabiola Bru-Cerro,F,8.0,100.0,4.1,,Alto,Deportes,0
EST-383,Perlita Linares Barragán,F,7.0,99.0,4.1,3.4,Bajo,Ninguna,0
EST-384,Gaspar Maximiano Izquierdo Huerta,F,6.0,80.3,2.4,4.7,Bajo,Ninguna,0
EST-385,Manuelita Guardiola Gaya,F,9.0,90.0,,5.0,Bajo-Bajo,Música,0
EST-386,Hector Alfaro-Palomares,F,8.0,99.7,4.5,3.9,Bajo,Música,1
EST-387,Encarnita Nogueira Rius,M,8.0,95.8,5.0,5.0,Bajo-Bajo,Ninguna,0
EST-388,Fermín Marcos Alberto,M,11.0,89.9,3.8,3.6,Medio-Bajo,Deportes,0
EST-389,Marcelino Elorza Arenas,F,9.0,91.8,3.2,3.2,Medio-Bajo,Robótica,0
EST-390,Eligia Gomez Borrás,F,11.0,85.5,4.0,5.0,Medio-Bajo,Robótica,0
EST-391,Calixta Barroso,O,6.0,94.6,5.0,,Bajo,Robótica,0
EST-392,Bernardino Lalo Muñoz Alemán,M,9.0,100.0,5.0,4.2,Medio-Bajo,Robótica,0
EST-393,Ascensión Ruperta Lledó Haro,M,11.0,99.0,4.7,4.9,Bajo-Bajo,Música,0
EST-394,Beatriz Jaén,F,9.0,100.0,4.9,4.5,Bajo,Robótica,0
EST-395,Donato Pujol-Casares,M,10.0,99.4,5.0,3.9,Medio-Bajo,Ninguna,0
EST-396,Manuel Trujillo,F,8.0,100.0,5.0,2.9,Medio,Arte,0
EST-397,Maxi Prieto-Villena,F,6.0,100.0,5.0,3.9,Bajo,,1
EST-398,Arsenio Antón Morcillo,M,8.0,96.9,5.0,4.8,Medio-Bajo,Música,0
EST-399,Ramiro Aller Valera,F,8.0,94.1,2.7,4.1,Medio-Bajo,Robótica,0
EST-400,Filomena Ramírez Lerma,F,11.0,100.0,2.2,5.0,Medio-Bajo,Robótica,0
EST-401,Concha Falcón Escolano,M,7.0,100.0,4.2,4.4,Bajo-Bajo,Ninguna,0
EST-402,Natalio Sarmiento Múñiz,F,11.0,92.6,4.5,3.3,Bajo,Deportes,1
EST-403,Natanael Tamarit Aguiló,F,11.0,91.4,3.3,2.9,Bajo-Bajo,Deportes,0
EST-404,Albano Pino Talavera,F,7.0,95.7,5.0,,Bajo-Bajo,Ninguna,0
EST-405,Juan Pablo Agustí Mulet,M,7.0,99.2,1.8,3.5,Bajo-Bajo,,0
EST-406,Clemente Coello Angulo,F,11.0,99.0,3.4,4.5,Medio,Arte,0
EST-407,Aura Azorin Conesa,M,11.0,87.9,2.9,3.2,Bajo,Deportes,0
EST-408,Esmeralda de Andrés,M,8.0,100.0,2.0,3.6,Medio,Música,0
EST-409,Isidoro Navas Grande,F,7.0,91.8,5.0,5.0,Bajo,Robótica,0
EST-410,Bernardita Estevez Castro,M,9.0,93.7,2.4,4.3,Medio,Deportes,0
EST-411,Tatiana Paulina Galvez Font,M,9.0,90.5,3.7,3.3,Medio-Bajo,Ninguna,1
EST-412,Amelia Cerdá Guerrero,O,7.0,100.0,5.0,4.2,Bajo-Bajo,Música,0
EST-413,Felisa Pizarro Tapia,O,10.0,96.2,4.8,5.0,Medio-Bajo,Robótica,0
EST-414,Chus Romero Serna,F,6.0,90.7,2.7,4.5,Bajo,Deportes,0
EST-415,Begoña Mora Neira,F,6.0,99.3,5.0,4.6,Bajo,Ninguna,1
EST-416,María Hernando Vera,M,8.0,98.8,4.3,3.4,Bajo,Música,0
EST-417,Fulgencio Marti-Llopis,M,8.0,94.1,5.0,,Bajo,Música,1
EST-418,Álvaro Pinedo Alsina,M,7.0,99.2,4.5,5.0,Medio-Bajo,Deportes,0
EST-419,Luis Anaya-Ballesteros,F,8.0,90.9,3.8,3.4,Medio-Bajo,Música,0
EST-420,Eladio Pozo Mate,F,7.0,92.5,3.4,3.0,Bajo,Deportes,1
EST-421,Hugo Quintero Nogueira,F,7.0,84.9,3.0,4.1,Medio,Deportes,1
EST-422,Domitila Campoy-Martinez,F,7.0,88.4,2.5,4.8,Medio,Robótica,0
EST-423,Tamara Falcó Hurtado,M,11.0,100.0,5.0,3.9,Bajo-Bajo,Ninguna,0
EST-424,Alfredo Tomé Cañizares,F,8.0,100.0,4.0,,Bajo-Bajo,Música,0
EST-425,Eliseo Lumbreras Ponce,M,8.0,95.3,4.7,,Bajo,Deportes,0
EST-426,Jovita Nevado-Marin,F,9.0,100.0,5.0,4.6,Medio-Bajo,Ninguna,1
EST-427,Carmelita Villa Chacón,M,11.0,94.2,,3.8,Bajo,Música,0
EST-428,Iker Viña Valero,F,7.0,93.8,5.0,4.6,Bajo,Ninguna,0
EST-429,Laura Cervera Otero,M,9.0,95.3,4.1,5.0,Medio-Bajo,Ninguna,0
EST-430,Fabricio Amador Querol Martorell,M,10.0,94.4,4.5,4.4,Medio-Bajo,Música,0
EST-431,Ligia Rivera Valcárcel,M,9.0,93.9,3.0,4.2,Bajo-Bajo,Música,0
EST-432,Carla Gilabert Villalonga,F,6.0,100.0,3.1,5.0,Medio,Música,0
EST-433,Haroldo Arellano Zorrilla,F,9.0,95.8,4.6,3.3,Medio-Bajo,Deportes,0
EST-434,Liliana Rosa Andreu,M,6.0,98.6,5.0,3.0,Bajo,Ninguna,1
EST-435,Teófilo Roda Castro,M,9.0,100.0,5.0,3.7,Medio-Bajo,,0
EST-436,Camilo Feliu Cantón,,10.0,96.9,5.0,,Bajo-Bajo,Deportes,0
EST-437,Onofre del Chaparro,M,7.0,90.1,3.8,3.4,Bajo,Música,0
EST-438,Vilma Alberdi Merino,F,11.0,88.2,2.8,5.0,Bajo-Bajo,Ninguna,0
EST-439,Prudencia Zabaleta Sierra,F,6.0,95.7,3.1,5.0,Bajo-Bajo,Deportes,0
EST-440,Eulalia Liliana Cantón Anguita,M,11.0,94.1,3.8,3.8,Bajo,Deportes,1
EST-441,Angelita Reina,M,8.0,95.4,1.9,4.3,Bajo-Bajo,Música,1
EST-442,Estefanía de Quesada,O,7.0,94.9,3.5,4.0,Medio-Bajo,Deportes,1
EST-443,Rita Márquez Aparicio,M,6.0,100.0,3.3,5.0,Medio-Bajo,Ninguna,0
EST-444,Fausto Barbero,M,11.0,88.3,3.7,5.0,Bajo-Bajo,Ninguna,1
EST-445,Jose Angel Máximo Carrillo Campos,F,6.0,85.1,3.7,2.1,Bajo-Bajo,Deportes,0
EST-446,Graciano Muro Verdú,F,7.0,96.7,4.4,4.7,Medio-Bajo,Música,0
EST-447,Daniela Galiano Fabregat,O,7.0,93.1,4.0,2.7,Bajo-Bajo,Ninguna,0
EST-448,Anacleto Martin Tolosa,F,9.0,96.6,3.3,5.0,Bajo,Música,0
EST-449,Cipriano Escribano Posada,M,9.0,97.9,1.6,4.6,Bajo,Música,0
EST-450,Perlita Bermúdez,M,6.0,100.0,3.3,3.2,Medio-Bajo,Ninguna,0
EST-451,Mónica Tamarit Lerma,F,7.0,87.5,2.3,3.7,Medio-Bajo,Música,0
EST-452,Venceslás Sarabia,F,7.0,92.2,4.6,3.7,Medio-Bajo,Ninguna,0
EST-453,Clímaco Llano,M,7.0,97.1,5.0,4.7,Bajo,Robótica,0
EST-454,Celia Cabrera Estrada,F,8.0,98.9,,5.0,,Música,1
EST-455,Zaira Domínguez Echeverría,M,10.0,100.0,5.0,,Bajo,Ninguna,1
EST-456,Cebrián Casado Santiago,F,7.0,99.8,3.8,5.0,Bajo,,0
EST-457,Mario Huerta Izaguirre,,8.0,94.7,3.4,5.0,Medio-Bajo,Deportes,0
EST-458,Jenaro Aragón Carrión,M,8.0,90.5,3.1,3.3,Medio-Bajo,Música,0
EST-459,Soraya Bermejo Viana,M,11.0,92.2,2.2,4.3,Bajo-Bajo,Robótica,0
EST-460,Maxi Báez Valverde,M,11.0,92.0,5.0,5.0,Bajo-Bajo,Ninguna,1
EST-461,Hortensia Rodríguez Corral,M,10.0,98.3,3.8,5.0,Medio-Bajo,Robótica,0
EST-462,Edelmira Ureña Pedrosa,F,7.0,96.3,2.9,3.9,Medio-Bajo,Música,1
EST-463,Juan Manuel Rodriguez Bermejo,F,6.0,88.4,2.9,4.5,Medio-Bajo,Ninguna,1
EST-464,Josefina Iglesia Medina,F,7.0,92.8,3.0,5.0,Bajo,Robótica,0
EST-465,Teo Conde Capdevila,O,7.0,99.4,4.5,4.3,Medio-Bajo,,1
EST-466,Agustina Muñoz Sanmartín,M,8.0,96.8,5.0,3.6,Medio-Bajo,Robótica,0
EST-467,Chita Peñas Bernal,M,10.0,97.8,3.6,,Medio-Bajo,,0
EST-468,Tomasa Cabañas,F,11.0,96.9,1.9,4.2,Bajo,Ninguna,1
EST-469,Yaiza Villanueva Lasa,M,11.0,100.0,3.8,3.7,Bajo-Bajo,Arte,0
EST-470,Marcelino Moles Mancebo,O,8.0,96.2,3.8,4.6,Bajo,Arte,0
EST-471,Pelayo Osorio Requena,M,9.0,93.1,3.7,2.9,Bajo,Robótica,0
EST-472,Luciano Ramírez Samper,O,7.0,90.4,3.6,3.5,Bajo,Deportes,1
EST-473,Ruth Carbó Losa,M,6.0,96.2,4.3,5.0,Bajo,Música,0
EST-474,Evita Morell Bosch,F,10.0,82.8,4.0,1.9,Bajo-Bajo,Ninguna,1
EST-475,Gervasio Puerta Moreno,F,6.0,94.1,4.0,4.9,Medio-Bajo,Ninguna,0
EST-476,Yésica Benita Colom Francisco,O,8.0,94.0,4.5,2.2,Bajo-Bajo,,0
EST-477,Merche Pujol-Marin,M,7.0,88.2,3.0,2.2,Bajo,Música,0
EST-478,Victoriano Leal Aznar,F,10.0,90.4,3.4,3.7,Medio-Bajo,Música,0
EST-479,Trinidad Lobato-Valenciano,O,10.0,99.0,5.0,4.5,Bajo,Arte,0
EST-480,María Teresa Blanes Baeza,F,7.0,96.2,5.0,5.0,Bajo,Deportes,1
EST-481,Casemiro del Barragán,F,10.0,95.5,5.0,4.3,Bajo,Deportes,0
EST-482,Leoncio Gimenez Pérez,F,7.0,96.5,5.0,4.0,Medio-Bajo,Deportes,1
EST-483,Cloe Arce-Nebot,M,8.0,95.5,4.6,4.8,Medio-Alto,Deportes,0
EST-484,Azucena Reyes Domingo,F,10.0,100.0,5.0,3.3,Medio-Bajo,,0
EST-485,Lino Atienza Salom,F,10.0,95.6,2.1,4.1,Medio-Bajo,Ninguna,0
EST-486,Vera Gómez-Bas,F,11.0,87.7,3.7,2.7,Bajo-Bajo,Música,0
EST-487,Carmela Alvarado Higueras,M,7.0,100.0,3.8,4.3,Medio,Música,0
EST-488,Viviana Sancho Cervantes,M,9.0,96.9,5.0,4.1,Medio,Robótica,0
EST-489,Abril Pons Peinado,O,9.0,92.1,5.0,3.4,Medio-Bajo,Deportes,1
EST-490,Flavia Armengol Ramírez,F,11.0,88.7,2.7,,Medio-Bajo,Arte,0
EST-491,Zaida Amigó,,6.0,97.0,4.4,4.4,Bajo,,0
EST-492,Hector Bravo Santamaria,F,10.0,94.4,4.6,5.0,Bajo,Robótica,1
EST-493,Primitiva Caro Salinas,M,9.0,100.0,4.9,2.6,Medio-Bajo,,1
EST-494,Xavier Quintana Pla,M,7.0,93.3,3.2,3.9,Medio-Bajo,,1
EST-495,Duilio Ballesteros Viña,M,8.0,90.8,4.8,3.2,Medio-Bajo,Ninguna,1
EST-496,Fabián Verdejo Mayol,M,7.0,99.5,3.7,5.0,Medio-Bajo,Deportes,0
EST-497,Prudencia Ximena Collado Piñeiro,F,9.0,99.6,4.7,5.0,Medio-Bajo,Deportes,1
EST-498,Sofía Rosa Vidal,M,11.0,95.8,3.5,4.7,Medio-Bajo,Robótica,1
EST-499,Calisto Llanos Llopis,O,9.0,98.4,,3.5,Bajo,Deportes,1
EST-500,Amancio Alcalá,O,9.0,94.8,5.0,5.0,Bajo,Robótica,0
EST-501,Ruth Arellano,F,8.0,96.2,3.1,2.7,Medio,,1
EST-502,Jacinta Sotelo Gilabert,F,6.0,100.0,2.8,2.5,Medio-Bajo,,0
EST-503,Encarnacion del España,M,7.0,98.1,3.9,2.7,Medio,Ninguna,0
EST-504,Saturnina de Castrillo,F,8.0,94.2,3.1,4.0,Medio-Bajo,,0
EST-505,Paula Vargas,F,7.0,100.0,3.3,4.9,Medio-Bajo,Arte,1
EST-506,Manolo Mendoza Arjona,M,6.0,83.2,3.6,1.0,Bajo,Ninguna,0
EST-507,Silvia Carvajal Aguilar,F,8.0,100.0,2.6,5.0,Bajo,,1
EST-508,Micaela Perales Murcia,F,7.0,86.5,2.3,4.0,Medio-Bajo,Robótica,0
EST-509,Felisa Montero Carbajo,F,7.0,91.9,5.0,2.4,Bajo,Ninguna,0
EST-510,Leocadio Gonzalo Miguel,F,8.0,94.8,4.6,4.3,Medio-Bajo,Deportes,0
EST-511,Tania Torrens Casals,F,6.0,94.3,3.1,5.0,Medio-Bajo,Ninguna,0
EST-512,Abilio Donaire Montaña,M,11.0,100.0,4.5,4.8,Bajo,Música,0
EST-513,Eutimio Calatayud Poza,F,11.0,89.7,4.2,5.0,Medio-Bajo,Robótica,0
EST-514,Elisa Figueroa-Avilés,F,10.0,96.3,5.0,2.8,Bajo,Deportes,0
EST-515,Encarna Pelayo Zorrilla,M,6.0,92.1,3.8,3.8,Bajo,Música,0
EST-516,Manolo Estevez Ródenas,M,10.0,96.5,5.0,3.3,Bajo,Robótica,0
EST-517,Rafa Aranda,M,10.0,94.7,2.0,5.0,Medio,Arte,1
EST-518,Atilio Pujol Ferrera,F,10.0,95.5,2.7,4.6,Bajo,Ninguna,0
EST-519,Chus Morell Torrijos,O,6.0,92.3,4.2,5.0,Bajo,,0
EST-520,Luisa Bernal Peiró,M,9.0,92.4,4.4,3.7,Bajo,Arte,0
EST-521,Benjamín Torrijos Carmona,F,10.0,96.4,3.3,3.5,Bajo,,1
EST-522,Clarisa Pareja,M,9.0,99.7,4.3,4.1,Medio-Bajo,Deportes,0
EST-523,Alejandro Quintanilla-Lluch,O,9.0,92.0,3.3,5.0,Bajo-Bajo,Ninguna,0
EST-524,Florentino de Riba,F,8.0,90.7,3.7,3.6,Medio-Bajo,Ninguna,0
EST-525,Manuel Daza Acevedo,F,9.0,98.1,5.0,4.1,Bajo,,1
EST-526,Omar Rueda Berrocal,M,6.0,94.8,5.0,4.3,Medio-Bajo,Arte,0
EST-527,Ágata Camino Quevedo,M,9.0,99.2,2.8,4.2,Bajo-Bajo,Arte,0
EST-528,Germán Cazorla Alberola,M,6.0,90.5,2.7,3.5,Medio,Robótica,0
EST-529,Jose Luis Avilés-Meléndez,M,8.0,86.1,3.4,3.6,Bajo,Ninguna,1
EST-530,Dorotea Adelaida Falcó Berenguer,F,7.0,92.3,4.0,3.8,Medio-Bajo,Ninguna,0
EST-531,Aurelia Vázquez Tamayo,F,9.0,91.2,3.2,,Medio-Bajo,Robótica,0
EST-532,Amparo Jacinta Godoy Hernandez,O,6.0,94.6,5.0,5.0,Medio-Bajo,Robótica,0
EST-533,Ascensión del Agullo,O,10.0,91.8,4.8,5.0,Medio-Bajo,Deportes,1
EST-534,Emma Canales-Bayona,F,10.0,98.7,4.9,3.4,Bajo-Bajo,,1
EST-535,Faustino Luís Vélez Galiano,F,6.0,93.6,2.5,3.8,Medio-Bajo,Deportes,0
EST-536,Vera Rocha,F,6.0,95.8,5.0,3.4,Bajo,Música,0
EST-537,Isabela Acero Nevado,F,6.0,95.8,1.5,4.4,Medio-Bajo,Deportes,0
EST-538,Ainara Juan Mendoza,M,11.0,96.0,5.0,3.7,Medio,Deportes,0
EST-539,Benigna Pallarès,M,9.0,94.9,5.0,4.4,Medio,Robótica,0
EST-540,Ainoa Lobo Carlos,M,8.0,97.6,3.9,5.0,Bajo-Bajo,Robótica,1
EST-541,Cleto Corbacho-Real,O,6.0,91.0,5.0,1.5,Bajo,Ninguna,0
EST-542,Cándida Buendía Verdú,F,9.0,100.0,3.9,4.7,Bajo,Música,0
EST-543,Leticia Perea Salvà,M,11.0,93.8,4.5,3.7,Bajo-Bajo,,1
EST-544,Calisto Machado Hierro,F,10.0,88.4,3.9,4.4,Bajo-Bajo,Música,0
EST-545,Dorotea Hilda Marco Rosell,F,9.0,95.9,5.0,3.3,Bajo,Arte,1
EST-546,Adelia Peláez Rosado,M,6.0,90.7,5.0,5.0,Medio-Alto,Ninguna,0
EST-547,Rolando Chus Carnero Vall,M,6.0,98.3,5.0,5.0,Medio-Bajo,Deportes,1
EST-548,Óscar Barreda Rincón,F,6.0,100.0,3.3,4.8,Medio-Bajo,Deportes,1
EST-549,Carlos de Royo,F,7.0,91.1,4.6,5.0,Bajo,Música,1
EST-550,Eloísa Rebollo Lastra,F,6.0,96.7,3.0,3.5,Medio-Bajo,Arte,0
EST-551,Calixta Blanca Benito Barco,F,7.0,86.2,4.5,3.3,Medio,Música,0
EST-552,Tecla Chaves Baeza,F,8.0,97.3,4.6,4.8,Medio-Bajo,Ninguna,1
EST-553,Eliana Artigas Carlos,F,11.0,90.6,2.7,3.2,Bajo-Bajo,Ninguna,0
EST-554,Leyre Nogueira,F,9.0,91.9,4.5,5.0,Bajo,Música,1
EST-555,Wilfredo Galindo Villegas,F,10.0,89.5,2.5,3.6,Medio-Alto,Arte,0
EST-556,María Belén Baquero Reyes,M,10.0,98.7,4.2,4.5,Bajo,Ninguna,0
EST-557,María José Salcedo Martín,M,6.0,100.0,3.0,5.0,Medio-Bajo,Música,0
EST-558,Eloísa Novoa Sosa,M,10.0,95.1,4.0,,Bajo-Bajo,Deportes,0
EST-559,Calixto del Lobo,F,7.0,90.7,5.0,4.1,Bajo-Bajo,Ninguna,1
EST-560,Sabas Márquez-Bilbao,F,9.0,100.0,4.3,5.0,Medio-Bajo,Ninguna,1
EST-561,Cecilia Benavente Galan,F,7.0,91.2,3.5,5.0,Bajo,Robótica,0
